,Name,Url,Ingredients,Calories,Carbs Grams,Protein Grams,Fat Grams
10,Slow Cooker Split Pea Soup with Ham Hock,https://www.skinnytaste.com/slow-cooker-split-pea-soup/,"['16 oz bag of dried split peas', '1 teaspoon olive oil', '1 medium chopped onion', '2 – 3 cloves of garlic chopped', '2 large carrots chopped', '1 smoked ham hock about 11 ounces (assuming 4 ounces meat removing bone and skin)', '6 cups chicken broth', 'black pepper to taste']",325.0,54.0,24.0,2.5
11,Chicken Roll Ups with Broccoli and Cheese,https://www.skinnytaste.com/broccoli-and-cheese-stuffed-chicken/,"['2 cups finely chopped broccoli floret', '8 thin chicken breast cutlets about 3 to 4 ounces each', '1 large egg', '2 teaspoons water', '3/4 cup whole wheat or gluten-free seasoned breadcrumbs', '4 slices cheddar cheese cut in half 3 oz', '3/4 teaspoon kosher salt', 'olive oil spray', 'toothpicks']",430.0,10.0,62.0,15.0
12,Seattle Smoked Salmon Chowder,https://www.skinnytaste.com/smoked-salmon-chowder/,"['2 tablespoons unsalted butter', '1 medium yellow onion diced', '3 medium carrots ½-inch dice', '3 large celery stalks ½-inch dice', '2 garlic cloves minced', '2 teaspoons kosher salt', '2 tablespoons all-purpose flour', '½ cup white wine such as Sauvignon Blanc', '1 teaspoon dry thyme', '3 cups reduced sodium chicken broth', '1 (12-ounce) wedge cauliflower (1/4 of a large head) stem attached', '3 small red potatoes peeled and diced into ½ inch pieces', '1 cup frozen corn kernels', '2 cups whole milk', 'Freshly ground black pepper', '8 ounces skinless hot-smoked salmon', 'Chopped chives for garnish']",377.0,36.0,31.0,11.5
13,Instant Pot Corned Beef and Cabbage,https://www.skinnytaste.com/instant-pot-corned-beef-and-cabbage/,"['2 pounds trimmed lean corned beef brisket', '3 medium carrots peeled and cut into 1-inch chunks', '1 cup frozen pearl onions', '1/4 cup chopped fresh parsley', '2 bay leaves', '1/8 tsp whole peppercorns', '1 medium head cabbage cut into 6 wedges']",359.5,13.0,25.0,23.0
14,Cream of Broccoli Soup,https://www.skinnytaste.com/cream-of-broccoli-soup-25-ww-pts/,"['4 1/4 cups reduced sodium chicken broth (or vegetable broth)', '1 medium onion chopped (2/3 cup)', '1 carrot peeled and chopped (2/3 cup)', '1 celery stalk chopped', '1 clove garlic chopped', '5 cups broccoli florets (12 ounces)', '1/2 cup 2% milk', '3 tablespoons reduced-fat sour cream plus optional more for garnish', 'ground black pepper to taste', '1/2 cup sharp cheddar cheese shredded']",150.0,14.0,10.5,7.0
15,Cilantro Lime Fish Tacos,https://www.skinnytaste.com/cilantro-lime-tilapia-tacos/,"['1 lb fish fillets rinsed and pat dried (flounder tilapia etc)', '1 tsp olive oil', '1 small onion chopped', '4 garlic cloves finely minced', '2 jalapeño peppers chopped (seeds removed for less heat)', '2 cups diced tomatoes', '1/4 cup fresh cilantro chopped', '3 tablespoons lime juice', 'kosher salt and pepper to taste', '8 white corn tortillas', '4 ounces (1 medium haas) avocado sliced', '1 cup sliced cabbage', 'lime wedges and cilantro for garnish']",310.0,36.0,28.0,8.0
16,Kale and Potato Soup with Turkey Sausage,https://www.skinnytaste.com/kale-and-potato-soup-with-turkey/,"['14 oz Italian chicken or turkey sausage*', '8 cups (1/2 batch) kale stems removed leaves shredded', '1 tsp olive oil', '1 onion chopped', '1 medium carrot sliced', '4 cloves garlic chopped', '8 cups reduced-sodium chicken broth', '2 cups water', '3 medium red potatoes peeled diced into 1/4 inch pieces', '1 pinch dried red pepper flakes', '1/4 teaspoon fresh ground pepper', 'kosher salt to taste']",232.0,31.0,19.0,4.0
17,Instant Pot Chicken Taco Chili,https://www.skinnytaste.com/chicken-taco-chili-in-instant-pot/,"['olive oil spray', '1 small onion chopped', '1 (15.5 oz) can black beans not drained', '1 (15.5-oz) can kidney beans not drained', '1 (8-oz) can tomato sauce', '10 oz package frozen corn kernels', '2 (10 oz) cans diced tomatoes w/chilies (Rotel)', '24 oz (3) boneless skinless chicken breasts', '4 ounce can chopped green chili peppers', '1/4 cup chopped fresh cilantro', '1 packet reduced sodium taco seasoning or homemade (see below)', '1 1/2 tablespoons cumin', '1 1/2 tablespoons chili powder', '1/4 teaspoon garlic powder', '1/4 teaspoon onion powder', '1/4 teaspoon dried oregano', '1/2 teaspoon paprika', '1 teaspoon kosher salt', '1/2 teaspoon black pepper']",211.0,26.0,23.0,3.0
18,Honey Garlic Shrimp,https://www.skinnytaste.com/honey-garlic-shrimp/,"['2 large oranges', '1 tablespoon honey', '2 tablespoons reduced or gluten-free sodium soy sauce', '1 tablespoon unseasoned rice vinegar', '1 tablespoon cornstarch', '32 jumbo shrimp peeled and deveined (18 ounces total)', '1/4 teaspoon Kosher salt', 'freshly ground black pepper', '1 tablespoon canola oil divided', '6 cloves garlic minced', '1 tablespoon finely minced fresh ginger', '2 scallions whites thinly sliced greens cut into 2-inch lengths', '1/4 to 1/2 teaspoon red pepper flakes', 'Cooked rice for serving']",180.0,22.0,13.0,4.5
19,Fish Florentine,https://www.skinnytaste.com/fish-florentine/,"['4 (5 oz) thick pieces of skinless white firm fish fillet (such as grouper bass or halibut)', '1 tablespoons extra virgin olive oil', '1 tablespoon salted butter', '1 cup red bell pepper chopped', '2 cloves garlic minced', '9 ounces fresh baby spinach (from two bags)', '2 ounces 1/3 less fat cream cheese (I like Philadelphia)', '¼ cup half & half cream', '3 tablespoons grated Parmesan cheese', 'kosher salt', 'fresh black pepper']",351.0,6.0,43.0,16.5
20,Red Lentil Soup,https://www.skinnytaste.com/red-lentil-soup-with-spinach/,"['1 tablespoon olive oil', '1 medium onion diced', '2 medium carrots diced', '2 cloves of garlic finely chopped', '16 ounces (2 1/3 cups) red or yellow lentils (I used red)', '8 cups of chicken or vegetable broth', '1 teaspoon turmeric', '1 1/2 teaspoons ground cumin', '1/4 cup fresh chopped flat-leaf parsley', '2 cups (2 oz) baby spinach', 'Juice of half a lemon']",255.0,40.0,17.0,3.0
21,Instant Pot Chicken Parmesan,https://www.skinnytaste.com/instant-pot-chicken-parmesan/,[],248.0,7.5,29.0,11.0
22,Chicken and Avocado Soup,https://www.skinnytaste.com/chicken-and-avocado-soup/,"['2 tsp olive oil', '1-1/2 cups scallions chopped fine', '2 cloves garlic minced', '1 medium tomato diced', '5 cups reduced sodium chicken broth', '2 cups shredded chicken breast (12 oz)', '8 ounces (from 2 small) ripe hass avocados diced', '1/3 cup chopped cilantro', '4 lime wedges', 'kosher salt and fresh pepper to taste', '1/8 teaspoon cumin', 'pinch chipotle chile powder (optional)']",297.0,14.5,31.0,14.0
23,Cauliflower Rice Chicken Biryani,https://www.skinnytaste.com/cauliflower-rice-chicken-biryani/,"['1 pound NeverAny! Fresh ABF Chicken Breasts cut into 1 inch chunks', '2 teaspoon kosher salt', '1 teaspoons grated ginger', '1 teaspoons minced garlic', '1 teaspoon garam masala', '3/4 teaspoon ground turmeric', '1/4 teaspoons chili powder', '1 tablespoon fresh lemon juice', '3 teaspoons Carlini Ghee Clarified Butter', '1 large yellow onion diced', '1 to 2 hot green chili pepper sliced', '2 packages (6 cups) frozen Season’s Choice Plain or Garlic Riced Cauliflower', '1/4 cup chopped cilantro', 'lemon wedges for serving']",221.0,11.5,30.0,6.5
24,Cheddar Corn Chowder with Bacon ,https://www.skinnytaste.com/cheddar-corn-chowder-with-bacon/,"['6 strips center-cut bacon chopped', '2 small yellow onions chopped', '2 large garlic cloves minced', '2 tablespoons all-purpose (or gluten free) flour', '¼ teaspoon turmeric', '1 teaspoon fresh thyme leaves', '1 ½ teaspoons kosher salt', 'Freshly ground black pepper', '3 ½ cups low sodium chicken broth', '2 small Yukon gold potatoes diced', '1 (12-ounce) wedge cauliflower stem intact', '1 pound frozen corn kernels', '1 cup whole milk', '4 ounces shredded white sharp cheddar cheese']",309.0,42.0,15.0,11.0
25,Roasted Salmon with Fresh Herbs,https://www.skinnytaste.com/baked-salmon/,"['2 lemons', '8 to 10 parsley sprigs', 'extra virgin olive oil', '1 whole skin-on side of wild salmon such as sockeye or coho about 2 pounds', '1/2 teaspoon kosher salt', 'fresh black pepper to taste', '2 tablespoons chopped fresh dill', '1 tablespoons chopped fresh chives', '1 tablespoons chopped fresh parsley']",233.0,2.0,30.5,11.0
26,Braised Chicken Thighs with Mushrooms and Leeks,https://www.skinnytaste.com/braised-chicken-thighs-with-mushrooms-and-leeks/,"['2 large or 3 medium leeks whites only', '1 1/2 teaspoon kosher salt', 'Freshly ground\xa0black pepper', '1/2 teaspoon\xa0paprika', 'olive oil spray', '8 pieces bone-in skin-off chicken thighs trimmed about 40 ounces', '1\xa0tablespoon butter', '8\xa0ounces white mushrooms quartered', '2\xa0tablespoons\xa0flour (or gluten-free flour mix)', '1\xa0cup\xa0chicken broth\xa0or water with chicken bouillon', '3 tablespoons sherry']",445.0,13.0,59.5,15.0
27,Chicken and Asparagus Lemon Stir Fry,https://www.skinnytaste.com/chicken-and-asparagus-lemon-stir-fry/,"['1 1/2 pounds skinless chicken breast cut into 1-inch cubes', 'Kosher salt to taste', '1/2 cup reduced-sodium chicken broth', '2 tablespoons reduced-sodium shoyu or soy sauce (Coconut aminos for GF W30)', '2 teaspoons cornstarch (arrowroot powder or tapioca starch for whole30)', '2 tablespoons water', '1 tbsp canola or grapeseed oil divided', '1 bunch asparagus ends trimmed cut into 2-inch pieces', '6 cloves garlic chopped', '1 tbsp fresh ginger', '3 tablespoons fresh lemon juice', 'fresh black pepper to taste']",268.0,10.0,41.0,7.0
28,"Shrimp, Peas and Rice",https://www.skinnytaste.com/shrimp-peas-and-rice/,"['1 tablespoon unsalted butter', '2 cups low sodium chicken broth canned or homemade (veggie broth for lent)', '1/2 cup frozen peas', '1 cup uncooked converted brown rice', '4 teaspoons olive oil divided', '1-1/4 pounds peeled and deveined shrimp', '2 tbsp grated Pecorino Romano cheese', '1 tbsp chopped parsley for garnish']",346.0,36.0,28.5,8.0
29,White Bean Turkey Chili,https://www.skinnytaste.com/white-bean-turkey-chili-4-pts/,"['olive oil spray', '2 small onions chopped', '5 garlic cloves chopped', '3 pounds 93% lean ground turkey', '1 (4.5 ounce) can diced green chilies', '1/2 teaspoon kosher salt', '1/2 tablespoon cumin', '1/2 tablespoon oregano', '2 teaspoons chili powder to your taste', '1/2 to 2 teaspoons crushed red pepper flakes (to your taste)', '1 bay leaf', '4 (15.5 ounce) cans of cannellini or navy beans rinsed and drained', '2 cups chicken broth', '1/2 cup reduced-fat sour cream', 'Monterey Jack or Pepper Jack Cheese shredded', 'diced avocado', 'cilantro', 'sliced jalapeno', 'sour cream', 'chopped scallions']",307.0,25.0,30.0,12.0
30,Chicken Roll Ups with Broccoli and Cheese,https://www.skinnytaste.com/broccoli-and-cheese-stuffed-chicken/,"['2 cups finely chopped broccoli floret', '8 thin chicken breast cutlets about 3 to 4 ounces each', '1 large egg', '2 teaspoons water', '3/4 cup whole wheat or gluten-free seasoned breadcrumbs', '4 slices cheddar cheese cut in half 3 oz', '3/4 teaspoon kosher salt', 'olive oil spray', 'toothpicks']",430.0,10.0,62.0,15.0
31,Cream of Broccoli Soup,https://www.skinnytaste.com/cream-of-broccoli-soup-25-ww-pts/,"['4 1/4 cups reduced sodium chicken broth (or vegetable broth)', '1 medium onion chopped (2/3 cup)', '1 carrot peeled and chopped (2/3 cup)', '1 celery stalk chopped', '1 clove garlic chopped', '5 cups broccoli florets (12 ounces)', '1/2 cup 2% milk', '3 tablespoons reduced-fat sour cream plus optional more for garnish', 'ground black pepper to taste', '1/2 cup sharp cheddar cheese shredded']",150.0,14.0,10.5,7.0
32,Instant Pot Chicken Taco Chili,https://www.skinnytaste.com/chicken-taco-chili-in-instant-pot/,"['olive oil spray', '1 small onion chopped', '1 (15.5 oz) can black beans not drained', '1 (15.5-oz) can kidney beans not drained', '1 (8-oz) can tomato sauce', '10 oz package frozen corn kernels', '2 (10 oz) cans diced tomatoes w/chilies (Rotel)', '24 oz (3) boneless skinless chicken breasts', '4 ounce can chopped green chili peppers', '1/4 cup chopped fresh cilantro', '1 packet reduced sodium taco seasoning or homemade (see below)', '1 1/2 tablespoons cumin', '1 1/2 tablespoons chili powder', '1/4 teaspoon garlic powder', '1/4 teaspoon onion powder', '1/4 teaspoon dried oregano', '1/2 teaspoon paprika', '1 teaspoon kosher salt', '1/2 teaspoon black pepper']",211.0,26.0,23.0,3.0
33,Red Lentil Soup,https://www.skinnytaste.com/red-lentil-soup-with-spinach/,"['1 tablespoon olive oil', '1 medium onion diced', '2 medium carrots diced', '2 cloves of garlic finely chopped', '16 ounces (2 1/3 cups) red or yellow lentils (I used red)', '8 cups of chicken or vegetable broth', '1 teaspoon turmeric', '1 1/2 teaspoons ground cumin', '1/4 cup fresh chopped flat-leaf parsley', '2 cups (2 oz) baby spinach', 'Juice of half a lemon']",255.0,40.0,17.0,3.0
34,Cauliflower Rice Chicken Biryani,https://www.skinnytaste.com/cauliflower-rice-chicken-biryani/,"['1 pound NeverAny! Fresh ABF Chicken Breasts cut into 1 inch chunks', '2 teaspoon kosher salt', '1 teaspoons grated ginger', '1 teaspoons minced garlic', '1 teaspoon garam masala', '3/4 teaspoon ground turmeric', '1/4 teaspoons chili powder', '1 tablespoon fresh lemon juice', '3 teaspoons Carlini Ghee Clarified Butter', '1 large yellow onion diced', '1 to 2 hot green chili pepper sliced', '2 packages (6 cups) frozen Season’s Choice Plain or Garlic Riced Cauliflower', '1/4 cup chopped cilantro', 'lemon wedges for serving']",221.0,11.5,30.0,6.5
35,Braised Chicken Thighs with Mushrooms and Leeks,https://www.skinnytaste.com/braised-chicken-thighs-with-mushrooms-and-leeks/,"['2 large or 3 medium leeks whites only', '1 1/2 teaspoon kosher salt', 'Freshly ground\xa0black pepper', '1/2 teaspoon\xa0paprika', 'olive oil spray', '8 pieces bone-in skin-off chicken thighs trimmed about 40 ounces', '1\xa0tablespoon butter', '8\xa0ounces white mushrooms quartered', '2\xa0tablespoons\xa0flour (or gluten-free flour mix)', '1\xa0cup\xa0chicken broth\xa0or water with chicken bouillon', '3 tablespoons sherry']",445.0,13.0,59.5,15.0
36,Baked Beef and Cheese Manicotti (Cannelloni),https://www.skinnytaste.com/baked-manicotti-cannelloni/,"['1 carton (15 ounces) part skim ricotta cheese', '3/4 pound 93% lean ground beef', '1/4 cup onion chopped', '2 cloves garlic chopped', '2 tablespoons minced fresh parsley plus more for garnish', '2 cups shredded part-skim mozzarella cheese divided*', '1/4 cup grated Parmesan cheese', '1 large egg lightly beaten', '1/4 teaspoon salt', 'black pepper to taste', '3 1/2 to 4 cups Pomodoro Fresco sauce\xa0(about 1 1/2 jars)', '14 manicotti pasta shells (8 ounces) (for gluten-free use Jovial)*']",438.0,38.0,36.0,17.5
37,Baked Scallops,https://www.skinnytaste.com/baked-scallops/,"['olive oil spray', '16 large (1 pound) large sea scallops', '1/4 cup panko crumbs', '1 1/2 tablespoons grated Parmesan cheese', '1 tablespoon fresh minced parsley', '1/4 teaspoon dried oregano', '1/4 kosher teaspoon salt divided', 'fresh black pepper to taste', 'Juice of 1 lemon divided', '2 1/2 tablespoons melted unsalted butter', '1 tablespoon white wine']",192.0,7.0,20.0,9.0
38,Roast Chicken with Rosemary and Lemon,https://www.skinnytaste.com/roast-chicken-with-rosemary-and-lemon/,"['1 (3 lb) chicken washed and dried fat removed', '1/2 onion chopped in large chunks', '2 cloves garlic smashed', '1 lemon halved', '3 sprigs fresh rosemary', '1 tbsp dried herbes de Provence (or dried rosemary)', 'kosher salt and fresh pepper']",322.0,5.0,55.0,8.0
39,Spicy Sausage and Brussel Sprouts Foil Packets,https://www.skinnytaste.com/spicy-sausage-brussels-and-butternut-foil-packets/,"['Reynolds Wrap Heavy-Duty Aluminum Foil', '4 links (12 oz) cooked Spicy Chicken Andouille Sausage sliced 3/4-inch (I used Applegate)', '3/4 teaspoon kosher salt', '2 tablespoons extra virgin olive oil', '16 ounces Brussels sprouts halved', '12 ounces butternut squash peeled and diced 3/4-inch', '4 sprigs fresh thyme', 'fresh black pepper to taste']",285.0,18.0,16.5,16.5
40,Cheeseburger Soup,https://www.skinnytaste.com/cheeseburger-soup/,"['1/2 pound Fit & Active 93% Lean Ground Turkey', '1 tablespoon unsalted butter', '1 medium onion chopped', '2 medium carrots chopped', '2 celery stalks chopped', '2 garlic cloves minced', '2 tablespoons all-purpose flour wheat or gluten-free*', '1/2 teaspoon kosher salt', 'Freshly ground black pepper', '3 1/2 cups SimplyNature Organic Low Sodium Free Range Chicken Broth*', '10 ounces Yukon Gold potatoes (2 medium) peeled and finely diced', '1 (12-ounce) wedge cauliflower (1/4 of a large head) stem attached', '1 3/4 cups shredded Fit & Active 2% Milk Sharp Cheddar Cheese*', '2 tablespoons chopped scallions for garnish']",254.0,19.0,20.0,11.5
41,Shrimp Fajita Bowls,https://www.skinnytaste.com/shrimp-fajita-bowls/,"['1 tablespoon olive oil', 'Juice of 1 lime', '1 teaspoon chili powder', '1 teaspoon cumin', '1 teaspoon oregano', '½ teaspoon smoked paprika', '½ teaspoon kosher salt', '½ teaspoon garlic powder', '½ teaspoon onion powder', 'Freshly ground black pepper to taste', '1 pound large peeled deveined tail-off shrimp', '2 medium red bell peppers sliced', '1 large red onion sliced', '1 tablespoon olive oil', '½ teaspoon kosher salt', 'Freshly ground black pepper to taste', '3 cups cooked brown rice', '2 tablespoons chopped cilantro', '¼ teaspoon salt', 'Juice of ½ lime', '1 cup diced tomatoes', '1/3 cup chopped white onion', '¼ cup chopped cilantro', 'Pinch kosher salt', 'Freshly ground black pepper to taste', '1 small (4-ounce) Hass avocado thinly sliced']",431.0,51.0,26.0,13.5
42,Loaded Baked Sweet Potato “Healthified” ,https://www.skinnytaste.com/loaded-baked-sweet-potato/,"['4 medium sized sweet potatoes', '1/2 cup fat free Greek yogurt (or light sour cream)', '1 tsp taco seasoning', '1 tsp olive or canola oil', '1 red bell pepper diced', '1/2 red onion diced', '1 tsp chili powder', '1/2 tsp paprika or smoked paprika', '1/2 tsp cumin', 'a pinch of salt', '1-1/3 cups canned black beans rinsed and drained', '1/2 cup mild or spicy salsa', '1/2 cup reduced fat Mexican cheese blend', '1/4 cup chopped scallions or cilantro']",307.0,53.0,15.0,5.0
43,Pumpkin Turkey Chili,https://www.skinnytaste.com/turkey-pumpkin-chili/,"['1 large yellow onion diced (about 2 cups)', '1 medium bell pepper (red yellow or orange) diced', '6 garlic cloves minced (or 3/4 teaspoon garlic powder)', '1⅓ pounds ground turkey or chicken (90 to 93 percent lean)', 'One 15-ounce can white beans drained and rinsed', 'One 28-ounce can diced tomatoes with liquid', '¼ cup tomato paste no salt added', 'One 14-ounce can pumpkin puree', '1 cup reduced-sodium chicken or vegetable broth', '2 tablespoons chili powder', '1 tablespoon cocoa powder', '1½ teaspoons ground cinnamon (or 1 tablespoon pumpkin pie spice)', '2½ teaspoons ground cumin', '1 teaspoon kosher salt', '½ teaspoon ground black pepper', '½ teaspoon cayenne pepper (optional)', '4 cups baby spinach leaves', 'Avocado (optional)', '\xa0Sour cream or Nonfat plain Greek yogurt (optional)', '\xa0Cilantro (optional)']",300.0,31.0,27.0,8.0
44,Potato Leek Soup,https://www.skinnytaste.com/potato-leek-soup/,"['4 medium leeks (dark green stems removed)', '1/2 large white onion chopped', '2 medium russet potatoes peeled and cut into cubes', '1 tablespoon flour (use AP gluten free flour for GF)', '1 tbsp butter', '4 cups chicken stock (use vegetable broth for vegetarians)', '1/2 cup 2% milk', 'salt and fresh pepper']",133.0,23.5,4.5,2.5
45,Low-Carb Zucchini Enchilada Roll Ups,https://www.skinnytaste.com/zucchini-chicken-enchilada-roll-ups/,"['1 3/4 cups homemade enchilada sauce', '2 large (14 oz each) zucchini cut lengthwise into 12 (1/4-inch thick) slices', '1/2 teaspoon kosher salt', 'fresh black pepper to taste', '1 tsp olive oil', '8 ounces cooked shredded chicken breast (from rotisserie chicken)', '1/2 cup minced onion', '2 large clove garlic minced', '1/4 cup chopped cilantro plus more for garnish', '1 tsp cumin', '1/2 tsp dried oregano', '1/4 tsp chipotle chili powder', '3/4 cup shredded Mexican cheese blend', 'sour cream optional']",225.0,19.5,22.0,8.0
46,Skinny Baked Broccoli Macaroni and Cheese,https://www.skinnytaste.com/skinny-baked-broccoli-macaroni-and/,"['12 oz high fiber elbows like Ronzoni Smart Taste', '1 1/2 tbsp butter', '1/4 cup minced onion', '1/4 cup flour', '2 cups skim milk', '1 cup fat free chicken broth (vegetarians use vegetable broth)', '8 oz (2 cups) reduced-fat sharp cheddar (Cabot 50%)', 'salt and fresh pepper to taste', '12 oz fresh broccoli florets (I used pre-cut bag)', '2 tbsp grated parmesan', '1/4 cup seasoned bread crumbs', 'cooking spray']",315.0,44.0,18.0,10.0
47,Ahi Poke Bowl,https://www.skinnytaste.com/ahi-poke-bowl/,[],527.0,60.0,34.0,19.0
48,Angel Hair with Zucchini and Tomatoes,https://www.skinnytaste.com/angel-hair-with-zucchini-and-tomatoes-5/,"['2 (7 oz) zucchini spiralized or julienne', '4 cloves garlic chopped', '2 shallots diced', '3 medium tomatoes diced (or 2 cups grape halved)', '4 teaspoons extra virgin olive oil', 'Kosher salt and black pepper to taste', 'pinch crushed red pepper flakes to taste', '8 ounces angel hair pasta wheat or gluten-free', '2 tablespoons chopped fresh parsley or basil', '1/4 cup low-sodium vegetable or chicken broth']",254.0,51.0,7.5,5.5
49,Greek Chickpea Salad,https://www.skinnytaste.com/greek-chickpea-salad/,[],292.0,28.5,11.0,16.0
50,Grilled Pizza,https://www.skinnytaste.com/grilled-pizza/,"['1 cup (5 oz) all purpose or white whole wheat flour*', '1 1/2 teaspoons baking powder', '1/2 teaspoon kosher salt', '1 cup 0% Stonyfield Greek yogurt (not regular) drained if there’s any liquid', '1/4 cup pizza sauce', '4 ounces fresh mozzarella cheese sliced thin', '1 1/2 cups baby arugula', 'kosher salt and black pepper to taste']",242.0,29.5,15.5,7.0
